Cust_ID,Age,Customer_Segment,Customer_Vintage_Group
CC54949,33,Diamond,VG1
CC30281,36,Diamond,VG1
CC35361,41,Diamond,VG1
CC82110,24,Diamond,VG1
CC53285,29,Diamond,VG1
CC76234,49,Diamond,VG1
CC11716,43,Diamond,VG1
CC90510,33,Diamond,VG1
CC71524,39,Diamond,VG1
CC67562,26,Diamond,VG1
CC75366,30,Diamond,VG1
CC94244,31,Diamond,VG1
CC91701,45,Diamond,VG1
CC27782,44,Diamond,VG1
CC22962,46,Diamond,VG1
CC69832,35,Diamond,VG1
CC67866,39,Diamond,VG1
CC46879,50,Diamond,VG1
CC36447,43,Diamond,VG1
CC47394,48,Diamond,VG1
CC30333,28,Diamond,VG1
CC12273,30,Diamond,VG1
CC41597,47,Diamond,VG1
CC60523,33,Diamond,VG1
CC66746,44,Diamond,VG1
CC57048,47,Diamond,VG1
CC69674,20,Diamond,VG1
CC95103,32,Diamond,VG1
CC28406,45,Diamond,VG1
CC54581,31,Diamond,VG1
CC14283,35,Diamond,VG1
CC63813,27,Diamond,VG1
CC27373,26,Diamond,VG1
CC34504,26,Diamond,VG1
CC50426,40,Diamond,VG1
CC33706,32,Diamond,VG1
CC62270,39,Diamond,VG1
CC34295,37,Diamond,VG1
CC61320,21,Diamond,VG1
CC48160,40,Diamond,VG1
CC24232,30,Diamond,VG1
CC18477,34,Diamond,VG1
CC23994,50,Diamond,VG1
CC70559,38,Diamond,VG1
CC66044,37,Diamond,VG1
CC84975,37,Diamond,VG1
CC89639,24,Diamond,VG1
CC35402,26,Diamond,VG1
CC98042,33,Diamond,VG1
CC78932,38,Diamond,VG1
CC52755,46,Diamond,VG1
CC73370,47,Diamond,VG1
CC52006,45,Diamond,VG1
CC24714,22,Diamond,VG1
CC69780,32,Diamond,VG1
CC47636,45,Diamond,VG1
CC98467,26,Diamond,VG1
CC23694,36,Diamond,VG1
CC21190,32,Diamond,VG1
CC74987,42,Diamond,VG1
CC49747,47,Diamond,VG1
CC65887,38,Diamond,VG1
CC47031,48,Diamond,VG1
CC59633,20,Diamond,VG1
CC29476,20,Diamond,VG1
CC82015,45,Diamond,VG1
CC15093,32,Diamond,VG1
CC83792,20,Diamond,VG1
CC97286,44,Diamond,VG1
CC41077,49,Diamond,VG1
CC72437,26,Diamond,VG1
CC99931,45,Diamond,VG1
CC87410,30,Diamond,VG1
CC52071,39,Diamond,VG1
CC37761,23,Diamond,VG1
CC95631,39,Diamond,VG1
CC87948,50,Diamond,VG1
CC42497,23,Diamond,VG1
CC93639,44,Diamond,VG1
CC92724,39,Diamond,VG1
CC19629,48,Diamond,VG1
CC81849,45,Diamond,VG1
CC13765,20,Diamond,VG1
CC14895,27,Diamond,VG1
CC53164,49,Diamond,VG1
CC43185,47,Diamond,VG1
CC28587,22,Diamond,VG1
CC50169,28,Diamond,VG1
CC26049,22,Diamond,VG1
CC23339,31,Diamond,VG1
CC68608,41,Diamond,VG1
CC30149,48,Diamond,VG1
CC12373,28,Diamond,VG1
CC16573,25,Diamond,VG1
CC24087,50,Diamond,VG1
CC41952,28,Diamond,VG1
CC64327,23,Diamond,VG1
CC18336,28,Diamond,VG1
CC89189,34,Diamond,VG1
CC70834,31,Diamond,VG1
CC92904,30,Diamond,VG1
CC67124,25,Diamond,VG1
CC13870,23,Diamond,VG1
CC22441,27,Diamond,VG1
CC35190,39,Diamond,VG1
CC39947,32,Diamond,VG1
CC51009,45,Diamond,VG1
CC48607,37,Diamond,VG1
CC70677,31,Diamond,VG1
CC17738,37,Diamond,VG1
CC78973,27,Diamond,VG1
CC59094,27,Diamond,VG1
CC73209,35,Diamond,VG1
CC41731,35,Diamond,VG1
CC38247,37,Diamond,VG1
CC99068,47,Diamond,VG1
CC88526,30,Diamond,VG1
CC53869,34,Diamond,VG1
CC23039,33,Diamond,VG1
CC38072,45,Diamond,VG1
CC17434,41,Diamond,VG1
CC42726,37,Diamond,VG1
CC14231,42,Diamond,VG1
CC68920,33,Diamond,VG1
CC36629,37,Diamond,VG1
CC93075,32,Diamond,VG1
CC49405,21,Diamond,VG1
CC15567,21,Diamond,VG1
CC64668,50,Diamond,VG1
CC56389,33,Diamond,VG1
CC44495,25,Diamond,VG1
CC73835,50,Diamond,VG1
CC87898,27,Diamond,VG1
CC62033,31,Diamond,VG1
CC90221,22,Diamond,VG1
CC61692,30,Diamond,VG1
CC26280,29,Diamond,VG1
CC51656,38,Diamond,VG1
CC69374,32,Diamond,VG1
CC64111,41,Diamond,VG1
CC13345,48,Diamond,VG1
CC90045,22,Diamond,VG1
CC90973,39,Diamond,VG1
CC97634,22,Diamond,VG1
CC56666,45,Diamond,VG1
CC16836,29,Diamond,VG1
CC91817,42,Diamond,VG1
CC77519,48,Diamond,VG1
CC85663,35,Diamond,VG1
CC64492,21,Diamond,VG1
CC35596,39,Diamond,VG1
CC87603,34,Diamond,VG1
CC82571,38,Diamond,VG1
CC45386,29,Diamond,VG1
CC80032,44,Diamond,VG1
CC80390,42,Diamond,VG1
CC82676,43,Diamond,VG1
CC28284,44,Diamond,VG1
CC11813,49,Diamond,VG1
CC71417,21,Diamond,VG1
CC95790,34,Diamond,VG1
CC57906,27,Diamond,VG1
CC83871,29,Diamond,VG1
CC97262,20,Diamond,VG1
CC12278,36,Diamond,VG1
CC41850,33,Diamond,VG1
CC28794,49,Diamond,VG1
CC68752,33,Diamond,VG1
CC18570,50,Diamond,VG1
CC60741,28,Diamond,VG1
CC37031,38,Diamond,VG1
CC67594,44,Diamond,VG1
CC29886,45,Diamond,VG1
CC51799,44,Diamond,VG1
CC59276,46,Diamond,VG1
CC77747,34,Diamond,VG1
CC84081,36,Diamond,VG1
CC85420,50,Diamond,VG1
CC53913,41,Diamond,VG1
CC99226,20,Diamond,VG1
CC74043,24,Diamond,VG1
CC63999,20,Diamond,VG1
CC14436,20,Diamond,VG1
CC22679,37,Diamond,VG1
CC33574,44,Diamond,VG1
CC78221,25,Diamond,VG1
CC88282,38,Diamond,VG1
CC18170,23,Diamond,VG1
CC42695,40,Diamond,VG1
CC97616,49,Diamond,VG1
CC86571,32,Diamond,VG1
CC74801,30,Diamond,VG1
CC57368,36,Diamond,VG1
CC41267,30,Diamond,VG1
CC64204,29,Diamond,VG1
CC68953,23,Diamond,VG1
CC60418,50,Diamond,VG1
CC86393,38,Diamond,VG1
CC32990,21,Diamond,VG1
CC17105,43,Diamond,VG1
CC27762,44,Diamond,VG1
CC42877,35,Diamond,VG1
CC56314,46,Diamond,VG1
CC75857,22,Diamond,VG1
CC40905,22,Diamond,VG1
CC19524,38,Diamond,VG1
CC99296,20,Diamond,VG1
CC12059,32,Diamond,VG1
CC37324,42,Diamond,VG1
CC40637,44,Diamond,VG1
CC51365,34,Diamond,VG1
CC41847,31,Diamond,VG1
CC87229,21,Diamond,VG1
CC68609,31,Diamond,VG1
CC82924,30,Diamond,VG1
CC40118,49,Diamond,VG1
CC78726,40,Diamond,VG1
CC16071,45,Diamond,VG1
CC51588,30,Diamond,VG1
CC47700,46,Diamond,VG1
CC47668,23,Diamond,VG1
CC84462,29,Diamond,VG1
CC27298,21,Diamond,VG1
CC51061,22,Diamond,VG1
CC60744,21,Diamond,VG1
CC33809,37,Diamond,VG1
CC47168,25,Diamond,VG1
CC91933,41,Diamond,VG1
CC35933,49,Diamond,VG1
CC62873,49,Diamond,VG1
CC82636,20,Diamond,VG1
CC20613,49,Diamond,VG1
CC20412,47,Diamond,VG1
CC40269,31,Diamond,VG1
CC22324,39,Diamond,VG1
CC20042,46,Diamond,VG1
CC73782,27,Diamond,VG1
CC26296,44,Diamond,VG1
CC64030,46,Diamond,VG1
CC54422,29,Diamond,VG1
CC93379,23,Diamond,VG1
CC83813,48,Diamond,VG1
CC53782,48,Diamond,VG1
CC31396,23,Diamond,VG1
CC53728,46,Diamond,VG1
CC42551,38,Diamond,VG1
CC98491,46,Diamond,VG1
CC30153,50,Diamond,VG1
CC38829,25,Diamond,VG1
CC66074,33,Diamond,VG1
CC66770,27,Diamond,VG1
CC36387,47,Diamond,VG1
CC36459,40,Diamond,VG1
CC23102,30,Diamond,VG1
CC89576,26,Diamond,VG1
CC17653,26,Diamond,VG1
CC31674,50,Diamond,VG1
CC20351,46,Diamond,VG1
CC55605,39,Diamond,VG1
CC60655,21,Diamond,VG1
CC12502,39,Diamond,VG1
CC97712,42,Diamond,VG1
CC83585,23,Diamond,VG1
CC31730,44,Diamond,VG1
CC80781,42,Diamond,VG1
CC25798,23,Diamond,VG1
CC64329,47,Diamond,VG1
CC92021,30,Diamond,VG1
CC50247,41,Diamond,VG1
CC56556,33,Diamond,VG1
CC68483,23,Diamond,VG1
CC60672,45,Diamond,VG1
CC66243,45,Diamond,VG1
CC17188,38,Diamond,VG1
CC12864,33,Diamond,VG1
CC64828,39,Diamond,VG1
CC67361,22,Diamond,VG1
CC37473,33,Diamond,VG1
CC60215,40,Diamond,VG1
CC14836,32,Diamond,VG1
CC76661,28,Diamond,VG1
CC74399,49,Diamond,VG1
CC58906,48,Diamond,VG1
CC83749,35,Diamond,VG1
CC23940,27,Diamond,VG1
CC11118,22,Diamond,VG1
CC60494,31,Diamond,VG1
CC30212,36,Diamond,VG1
CC57740,41,Diamond,VG1
CC18212,50,Diamond,VG1
CC13644,44,Diamond,VG1
CC83307,35,Diamond,VG1
CC35792,20,Diamond,VG1
CC76956,27,Diamond,VG1
CC88281,50,Diamond,VG1
CC14734,29,Diamond,VG1
CC97733,43,Diamond,VG1
CC22778,23,Diamond,VG1
CC65002,32,Diamond,VG1
CC48565,37,Diamond,VG1
CC93949,48,Diamond,VG1
CC54337,48,Diamond,VG1
CC12249,21,Diamond,VG1
CC30321,21,Diamond,VG1
CC42161,38,Diamond,VG1
CC18257,31,Diamond,VG1
CC97702,25,Diamond,VG1
CC24052,40,Diamond,VG1
CC63683,23,Diamond,VG1
CC51400,26,Diamond,VG1
CC77029,49,Diamond,VG1
CC57400,26,Diamond,VG1
CC58924,24,Diamond,VG1
CC55136,20,Diamond,VG1
CC95547,35,Diamond,VG1
CC91420,24,Diamond,VG1
CC18334,25,Diamond,VG1
CC80932,47,Diamond,VG1
CC99306,24,Diamond,VG1
CC73465,38,Diamond,VG1
CC84980,36,Diamond,VG1
CC82532,45,Diamond,VG1
CC30400,27,Diamond,VG1
CC78259,35,Diamond,VG1
CC36858,39,Diamond,VG1
CC78124,43,Diamond,VG1
CC30138,36,Diamond,VG1
CC52704,45,Diamond,VG1
CC92122,33,Diamond,VG1
CC41564,31,Diamond,VG1
CC62007,32,Diamond,VG1
CC25575,24,Diamond,VG1
CC37456,49,Diamond,VG1
CC64858,48,Diamond,VG1
CC92026,21,Diamond,VG1
CC45135,29,Diamond,VG1
CC11805,39,Diamond,VG1
CC53056,40,Diamond,VG1
CC41014,36,Diamond,VG1
CC74942,23,Diamond,VG1
CC35750,20,Diamond,VG1
CC93130,21,Diamond,VG1
CC14227,47,Diamond,VG1
CC61610,25,Diamond,VG1
CC40226,44,Diamond,VG1
CC19794,22,Diamond,VG1
CC34586,46,Diamond,VG1
CC29718,36,Diamond,VG1
CC11966,30,Diamond,VG1
CC88425,33,Diamond,VG1
CC46950,40,Diamond,VG1
CC69045,41,Diamond,VG1
CC54570,34,Diamond,VG1
CC74891,40,Diamond,VG1
CC30036,43,Diamond,VG1
CC37398,39,Diamond,VG1
CC83282,35,Diamond,VG1
CC36559,32,Diamond,VG1
CC80812,27,Diamond,VG1
CC99574,46,Diamond,VG1
CC57481,26,Diamond,VG1
CC18125,40,Diamond,VG1
CC29574,43,Diamond,VG1
CC94620,42,Diamond,VG1
CC88916,20,Diamond,VG1
CC69778,48,Diamond,VG1
CC95958,24,Diamond,VG1
CC45588,33,Diamond,VG1
CC36877,22,Diamond,VG1
CC50028,27,Diamond,VG1
CC25480,44,Diamond,VG1
CC57364,22,Diamond,VG1
CC75439,36,Diamond,VG1
CC69171,41,Diamond,VG1
CC51575,34,Diamond,VG1
CC87698,34,Diamond,VG1
CC87032,27,Diamond,VG1
CC23654,27,Diamond,VG1
CC76570,43,Diamond,VG1
CC83859,29,Diamond,VG1
CC37906,33,Diamond,VG1
CC56407,41,Diamond,VG1
CC45873,27,Diamond,VG1
CC69602,29,Diamond,VG1
CC22706,32,Diamond,VG1
CC53299,24,Diamond,VG1
CC77449,34,Diamond,VG1
CC89155,35,Diamond,VG1
CC75046,34,Diamond,VG1
CC50476,36,Diamond,VG1
CC91171,48,Diamond,VG1
CC59630,44,Diamond,VG1
CC52489,23,Diamond,VG1
CC84606,35,Diamond,VG1
CC67569,23,Diamond,VG1
CC61889,27,Diamond,VG1
CC75487,33,Diamond,VG1
CC56882,26,Diamond,VG1
CC64166,29,Diamond,VG1
CC41916,46,Diamond,VG1
CC66903,20,Diamond,VG1
CC94495,49,Diamond,VG1
CC26144,50,Diamond,VG1
CC56004,38,Diamond,VG1
CC37780,47,Diamond,VG1
CC95287,33,Diamond,VG1
CC59153,50,Diamond,VG1
CC19820,37,Diamond,VG1
CC57479,30,Diamond,VG1
CC83469,20,Diamond,VG1
CC52079,33,Diamond,VG1
CC61390,36,Diamond,VG1
CC22267,25,Diamond,VG1
CC59755,34,Diamond,VG1
CC60827,48,Diamond,VG1
CC18438,41,Diamond,VG1
CC82469,45,Diamond,VG1
CC31679,38,Diamond,VG1
CC69907,22,Diamond,VG1
CC31266,31,Diamond,VG1
CC64273,27,Diamond,VG1
CC63464,22,Diamond,VG1
CC83536,30,Diamond,VG1
CC65186,34,Diamond,VG1
CC48618,23,Diamond,VG1
CC91542,47,Diamond,VG1
CC74126,36,Diamond,VG1
CC70917,22,Diamond,VG1
CC61057,21,Diamond,VG1
CC56031,36,Diamond,VG1
CC31473,46,Diamond,VG1
CC56344,45,Diamond,VG1
CC19154,21,Diamond,VG1
CC29840,48,Diamond,VG1
CC72209,37,Diamond,VG1
CC82408,46,Diamond,VG1
CC92097,20,Diamond,VG1
CC34124,45,Diamond,VG1
CC97528,31,Diamond,VG1
CC78843,42,Diamond,VG1
CC67714,26,Diamond,VG1
CC77698,25,Diamond,VG1
CC32637,43,Diamond,VG1
CC25375,39,Diamond,VG1
CC45662,30,Diamond,VG1
CC90833,32,Diamond,VG1
CC43146,34,Diamond,VG1
CC43749,32,Diamond,VG1
CC51258,21,Diamond,VG1
CC44758,25,Diamond,VG1
CC77429,32,Diamond,VG1
CC58083,49,Diamond,VG1
CC44293,26,Diamond,VG1
CC77298,36,Diamond,VG1
CC33189,36,Diamond,VG1
CC88367,44,Diamond,VG1
CC67025,39,Diamond,VG1
CC45701,45,Diamond,VG1
CC57427,49,Diamond,VG1
CC44020,39,Diamond,VG1
CC44250,41,Diamond,VG1
CC21701,29,Diamond,VG1
CC91827,47,Diamond,VG1
CC24556,44,Diamond,VG1
CC94859,32,Diamond,VG1
CC13701,37,Diamond,VG1
CC41412,23,Diamond,VG1
CC43294,44,Diamond,VG1
CC56834,31,Diamond,VG1
CC96682,43,Diamond,VG1
CC52606,25,Diamond,VG1
CC21909,42,Diamond,VG1
CC94926,26,Diamond,VG1
CC73918,33,Diamond,VG1
CC67310,49,Diamond,VG1
CC89895,24,Diamond,VG1
CC88608,35,Diamond,VG1
CC97252,34,Diamond,VG1
CC50125,49,Diamond,VG1
CC43784,22,Diamond,VG1
CC52866,43,Diamond,VG1
CC31191,23,Diamond,VG1
CC51663,42,Diamond,VG1
CC99132,39,Diamond,VG1
CC22968,36,Diamond,VG1
CC34083,41,Diamond,VG1
CC58964,37,Diamond,VG1
CC55506,45,Diamond,VG1
CC89268,47,Diamond,VG1
CC31720,25,Diamond,VG1
CC20173,49,Diamond,VG1
CC33446,50,Diamond,VG1
CC55720,45,Diamond,VG1
CC28320,27,Diamond,VG1
CC68426,36,Diamond,VG1
CC56352,20,Diamond,VG1
CC86663,37,Diamond,VG1
CC74522,23,Diamond,VG1
CC31499,29,Diamond,VG1
CC71260,44,Diamond,VG1
CC74924,45,Diamond,VG1
CC66774,42,Diamond,VG1
CC51242,34,Diamond,VG1
CC22362,47,Diamond,VG1
CC49339,49,Diamond,VG1
CC52763,20,Diamond,VG1
CC99842,49,Diamond,VG1
CC79208,34,Diamond,VG1
CC69012,48,Diamond,VG1
CC75930,26,Diamond,VG1
CC50030,24,Diamond,VG1
CC20246,48,Diamond,VG1
CC11144,48,Diamond,VG1
CC17528,45,Diamond,VG1
CC26717,47,Diamond,VG1
CC87578,33,Diamond,VG1
CC46310,27,Diamond,VG1
CC27746,35,Diamond,VG1
CC39481,44,Diamond,VG1
CC46195,37,Diamond,VG1
CC84471,22,Diamond,VG1
CC66071,26,Diamond,VG1
CC86405,35,Diamond,VG1
CC98489,33,Diamond,VG1
CC79856,48,Diamond,VG1
CC41500,40,Diamond,VG1
CC70522,39,Diamond,VG1
CC38338,50,Diamond,VG1
CC96897,20,Diamond,VG1
CC30988,23,Diamond,VG1
CC87752,33,Diamond,VG1
CC21512,21,Diamond,VG1
CC75776,34,Diamond,VG1
CC33888,25,Diamond,VG1
CC39381,25,Diamond,VG1
CC46627,42,Diamond,VG1
CC19711,28,Diamond,VG1
CC59157,38,Diamond,VG1
CC41462,50,Diamond,VG1
CC67499,49,Diamond,VG1
CC34350,38,Diamond,VG1
CC26156,38,Diamond,VG1
CC38010,45,Diamond,VG1
CC12272,45,Diamond,VG1
CC86639,42,Diamond,VG1
CC79719,30,Diamond,VG1
CC82853,42,Diamond,VG1
CC46988,48,Diamond,VG1
CC35739,47,Diamond,VG1
CC13607,20,Diamond,VG1
CC43191,41,Diamond,VG1
CC83125,46,Diamond,VG1
CC31678,30,Diamond,VG1
CC11639,20,Diamond,VG1
CC47864,20,Diamond,VG1
CC33179,46,Diamond,VG1
CC35866,43,Diamond,VG1
CC47914,41,Diamond,VG1
CC20977,25,Diamond,VG1
CC17141,34,Diamond,VG1
CC61890,35,Diamond,VG1
CC98540,32,Diamond,VG1
CC57122,20,Diamond,VG1
CC94849,25,Diamond,VG1
CC22544,48,Diamond,VG1
CC57117,20,Diamond,VG1
CC13320,26,Diamond,VG1
CC33806,29,Diamond,VG1
CC58030,27,Diamond,VG1
CC50301,25,Diamond,VG1
CC30899,23,Diamond,VG1
CC77383,24,Diamond,VG1
CC88825,45,Diamond,VG1
CC80464,38,Diamond,VG1
CC66974,28,Diamond,VG1
CC68887,31,Diamond,VG1
CC93123,35,Diamond,VG1
CC91686,46,Diamond,VG1
CC80847,33,Diamond,VG1
CC72700,40,Diamond,VG1
CC90501,30,Diamond,VG1
CC68194,24,Diamond,VG1
CC94108,22,Diamond,VG1
CC83387,24,Diamond,VG1
CC87820,32,Diamond,VG1
CC52121,40,Diamond,VG1
CC37643,33,Diamond,VG1
CC33405,28,Diamond,VG1
CC78349,30,Diamond,VG1
CC57504,32,Diamond,VG1
CC35311,21,Diamond,VG1
CC54900,40,Diamond,VG1
CC72856,48,Diamond,VG1
CC37803,21,Diamond,VG1
CC41185,43,Diamond,VG1
CC73767,30,Diamond,VG1
CC65436,46,Diamond,VG1
CC40954,33,Diamond,VG1
CC44928,20,Diamond,VG1
CC22462,44,Diamond,VG1
CC85442,42,Diamond,VG1
CC51316,45,Diamond,VG1
CC70311,45,Diamond,VG1
CC36555,33,Diamond,VG1
CC78977,31,Diamond,VG1
CC86958,20,Diamond,VG1
CC37813,46,Diamond,VG1
CC97967,50,Diamond,VG1
CC62117,35,Diamond,VG1
CC95546,38,Diamond,VG1
CC37505,47,Diamond,VG1
CC18364,44,Diamond,VG1
CC30095,30,Diamond,VG1
CC85730,44,Diamond,VG1
CC20355,39,Diamond,VG1
CC30253,41,Diamond,VG1
CC63748,31,Diamond,VG1
CC63996,46,Diamond,VG1
CC18667,38,Diamond,VG1
CC75991,35,Diamond,VG1
CC86051,33,Diamond,VG1
CC35917,32,Diamond,VG1
CC11722,45,Diamond,VG1
CC33745,31,Diamond,VG1
CC62559,43,Diamond,VG1
CC95768,40,Diamond,VG1
CC39145,36,Diamond,VG1
CC67842,32,Diamond,VG1
CC65142,31,Diamond,VG1
CC39858,44,Diamond,VG1
CC49351,38,Diamond,VG1
CC27040,27,Diamond,VG1
CC36915,43,Diamond,VG1
CC65489,37,Diamond,VG1
CC55361,27,Diamond,VG1
CC65885,49,Diamond,VG1
CC70238,46,Diamond,VG1
CC80659,44,Diamond,VG1
CC41439,33,Diamond,VG1
CC40255,34,Diamond,VG1
CC76187,37,Diamond,VG1
CC43568,20,Diamond,VG1
CC55556,34,Diamond,VG1
CC43757,26,Diamond,VG1
CC43422,43,Diamond,VG1
CC85875,36,Diamond,VG1
CC97360,28,Diamond,VG1
CC85144,28,Diamond,VG1
CC98814,28,Diamond,VG1
CC25863,24,Diamond,VG1
CC55795,40,Diamond,VG1
CC59721,36,Diamond,VG1
CC52241,45,Diamond,VG1
CC73779,21,Diamond,VG1
CC40784,25,Diamond,VG1
CC48703,26,Diamond,VG1
CC21557,42,Diamond,VG1
CC88817,24,Diamond,VG1
CC17569,33,Diamond,VG1
CC65480,41,Diamond,VG1
CC59505,30,Diamond,VG1
CC18649,24,Diamond,VG1
CC62654,47,Diamond,VG1
CC62585,30,Diamond,VG1
CC70373,31,Diamond,VG1
CC34117,38,Diamond,VG1
CC67957,24,Diamond,VG1
CC69895,43,Diamond,VG1
CC96608,28,Diamond,VG1
CC81066,32,Diamond,VG1
CC58680,34,Diamond,VG1
CC51514,35,Diamond,VG1
CC93780,43,Diamond,VG1
CC18040,41,Diamond,VG1
CC79043,50,Diamond,VG1
CC26606,28,Diamond,VG1
CC70279,24,Diamond,VG1
CC48856,40,Diamond,VG1
CC55922,22,Diamond,VG1
CC96607,48,Diamond,VG1
CC97486,20,Diamond,VG1
CC79184,48,Diamond,VG1
CC80695,29,Diamond,VG1
CC40163,36,Diamond,VG1
CC79146,32,Diamond,VG1
CC70209,31,Diamond,VG1
CC11368,35,Diamond,VG1
CC94597,36,Diamond,VG1
CC97173,22,Diamond,VG1
CC14459,24,Diamond,VG1
CC26899,38,Diamond,VG1
CC94753,34,Diamond,VG1
CC84647,43,Diamond,VG1
CC29712,46,Diamond,VG1
CC47437,41,Diamond,VG1
CC19461,31,Diamond,VG1
CC86225,26,Diamond,VG1
CC77721,37,Diamond,VG1
CC43578,40,Diamond,VG1
CC67039,28,Diamond,VG1
CC45046,30,Diamond,VG1
CC52309,21,Diamond,VG1
CC58748,48,Diamond,VG1
CC59048,25,Diamond,VG1
CC33889,50,Diamond,VG1
CC44149,27,Diamond,VG1
CC24531,24,Diamond,VG1
CC28150,48,Diamond,VG1
CC73744,37,Diamond,VG1
CC19957,47,Diamond,VG1
CC94410,40,Diamond,VG1
CC24209,40,Diamond,VG1
CC13359,47,Diamond,VG1
CC43917,45,Diamond,VG1
CC79949,31,Diamond,VG1
CC38525,46,Diamond,VG1
CC58122,50,Diamond,VG1
CC20174,48,Diamond,VG1
CC63124,45,Diamond,VG1
CC63099,44,Diamond,VG1
CC25257,38,Diamond,VG1
CC55737,33,Diamond,VG1
CC26894,40,Diamond,VG1
CC81024,49,Diamond,VG1
CC31001,27,Diamond,VG1
CC51748,33,Diamond,VG1
CC46709,20,Diamond,VG1
CC52667,44,Diamond,VG1
CC99702,31,Diamond,VG1
CC18007,20,Diamond,VG1
CC51499,24,Diamond,VG1
CC94283,34,Diamond,VG1
CC65638,32,Diamond,VG1
CC19038,35,Diamond,VG1
CC11154,39,Diamond,VG1
CC71489,35,Diamond,VG1
CC19739,28,Diamond,VG1
CC54366,35,Diamond,VG1
CC47922,28,Diamond,VG1
CC32108,34,Diamond,VG1
CC92335,47,Diamond,VG1
CC16796,44,Diamond,VG1
CC27420,28,Diamond,VG1
CC54881,32,Diamond,VG1
CC91508,35,Diamond,VG1
CC57806,36,Diamond,VG1
CC28559,50,Diamond,VG1
CC44722,36,Diamond,VG1
CC56036,34,Diamond,VG1
CC33930,40,Diamond,VG1
CC12844,41,Gold,VG3
CC73442,27,Gold,VG3
CC33386,44,Gold,VG3
CC44196,47,Gold,VG3
CC70263,37,Gold,VG3
CC71494,33,Gold,VG3
CC42815,47,Gold,VG3
CC83918,50,Gold,VG3
CC45458,32,Gold,VG3
CC26950,35,Gold,VG3
CC86374,22,Gold,VG3
CC25835,37,Gold,VG3
CC20114,20,Gold,VG3
CC74482,50,Gold,VG3
CC47105,30,Gold,VG3
CC20208,29,Gold,VG3
CC49301,20,Gold,VG3
CC70734,40,Gold,VG3
CC32056,46,Gold,VG3
CC61685,22,Gold,VG3
CC31413,24,Gold,VG3
CC97932,34,Gold,VG3
CC58330,37,Gold,VG3
CC67688,28,Gold,VG3
CC21674,33,Gold,VG3
CC91386,21,Gold,VG3
